2026-03-22 21:10:15.8062|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEOSolutionsDB with status Unhealthy completed after 0.1801ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.122.1.180|
2026-03-22 21:10:20.7068|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEODB with status Unhealthy completed after 4999.0792ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.123.150.180|
2026-03-22 21:10:20.7068|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEOSolutionsSecurityDB with status Unhealthy completed after 4997.129ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.123.150.180|
2026-03-22 21:10:20.8052|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEODB with status Unhealthy completed after 4999.722ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.122.1.180|
2026-03-22 21:10:20.8052|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEOSolutionsSecurityDB with status Unhealthy completed after 4999.7315ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.122.1.180|
2026-03-22 21:10:20.8052|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check Echelon with status Unhealthy completed after 4999.7917ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.122.1.180|
2026-03-22 21:10:24.1781|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEOSolutionsDB with status Unhealthy completed after 4999.6384ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.122.1.169|
2026-03-22 21:10:24.1781|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check Echelon with status Unhealthy completed after 4999.6851ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.122.1.169|
2026-03-22 21:10:24.1781|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEODB with status Unhealthy completed after 4999.795ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.122.1.169|
2026-03-22 21:10:24.1781|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEOSolutionsSecurityDB with status Unhealthy completed after 5000.2914ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.122.1.169|
2026-03-22 21:10:50.7079|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEOSolutionsDB with status Unhealthy completed after 4996.6038ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.123.150.180|
2026-03-22 21:10:50.7079|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check Echelon with status Unhealthy completed after 5000.0083ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.123.150.180|
2026-03-22 21:10:50.7079|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEOSolutionsSecurityDB with status Unhealthy completed after 4997.3765ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.123.150.180|
2026-03-22 21:10:50.7079|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEODB with status Unhealthy completed after 4997.5176ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.123.150.180|
2026-03-22 21:10:50.8055|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEODB with status Unhealthy completed after 4999.8651ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.122.1.180|
2026-03-22 21:10:50.8055|Microsoft.Extensions.Diagnostics.HealthChecks.DefaultHealthCheckService|ERROR|Health check VEOSolutionsDB with status Unhealthy completed after 4999.8118ms with message '(null)'|GET|https://myveodesignstudio.com/health|Go-http-client/2.0|10.122.1.180|
